category,instance_path
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1178
IfcLightFixture,H:\BIMCompNet\EquipmentRoom\IfcLightFixture\0_IfcLightFixture_36
IfcFlowController,H:\BIMCompNet\Theater\IfcFlowMeter\12_IfcFlowMeter_1
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_19
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_112
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_210
IfcCovering,H:\BIMCompNet\Hospital\IfcCovering\2_IfcCovering_401
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_132
IfcElementComponent,H:\BIMCompNet\FactoryBuilding\IfcDiscreteAccessory\1_IfcDiscreteAccessory_7
IfcFlowStorageDevice,H:\BIMCompNet\PublicBuilding\IfcFlowStorageDevice\9_IfcFlowStorageDevice_55
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_46
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_54
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_252
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_392
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_48
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_155
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_54
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_871
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_80
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_1002
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_318
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_297
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_213
IfcFireSuppressionTerminal,H:\BIMCompNet\Hospital\IfcFireSuppressionTerminal\2_IfcFireSuppressionTerminal_41
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_227
IfcFlowTreatmentDevice,H:\BIMCompNet\Malls\IfcInterceptor\5_IfcInterceptor_8
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_156
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_3579
IfcLightFixture,H:\BIMCompNet\School\IfcLightFixture\11_IfcLightFixture_26
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_9127
IfcEnergyConversionDevice,H:\BIMCompNet\Metro\IfcEnergyConversionDevice\6_IfcEnergyConversionDevice_28
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_264
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_15
IfcAirTerminal,H:\BIMCompNet\PublicBuilding\IfcAirTerminal\9_IfcAirTerminal_27
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_14038
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_61
IfcDoor,H:\BIMCompNet\Hotels\IfcDoor\3_IfcDoor_40
IfcStairFlight,H:\BIMCompNet\FactoryBuilding\IfcStairFlight\1_IfcStairFlight_97
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_186
IfcFurnishingElement,H:\BIMCompNet\FactoryBuilding\IfcFurniture\1_IfcFurniture_1
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_16929
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_91
IfcPlate,H:\BIMCompNet\Theater\IfcPlate\12_IfcPlate_0
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_62
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_906
IfcFireSuppressionTerminal,H:\BIMCompNet\Theater\IfcFireSuppressionTerminal\12_IfcFireSuppressionTerminal_11
IfcLightFixture,H:\BIMCompNet\OfficeBuilding\IfcLightFixture\8_IfcLightFixture_2
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_21
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_10549
IfcDistributionControlElement,H:\BIMCompNet\ResidentialBuilding\IfcFlowInstrument\10_IfcFlowInstrument_2
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_155
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_2754
IfcFireSuppressionTerminal,H:\BIMCompNet\Metro\IfcFireSuppressionTerminal\6_IfcFireSuppressionTerminal_17
IfcDistributionControlElement,H:\BIMCompNet\School\IfcDistributionControlElement\11_IfcDistributionControlElement_7
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_418
IfcFilter,H:\BIMCompNet\EquipmentRoom\IfcFilter\0_IfcFilter_11
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_2076
IfcPile,H:\BIMCompNet\Metro\IfcPile\6_IfcPile_0
IfcValve,H:\BIMCompNet\FactoryBuilding\IfcValve\1_IfcValve_65
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_228
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_33198
IfcMember,H:\BIMCompNet\Museum\IfcMember\7_IfcMember_26
IfcFlowStorageDevice,H:\BIMCompNet\Malls\IfcTank\5_IfcTank_3
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_5623
IfcDistributionControlElement,H:\BIMCompNet\School\IfcDistributionControlElement\11_IfcDistributionControlElement_0
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_268
IfcFlowTreatmentDevice,H:\BIMCompNet\EquipmentRoom\IfcInterceptor\0_IfcInterceptor_0
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_392
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_44
IfcEnergyConversionDevice,H:\BIMCompNet\Metro\IfcCoil\6_IfcCoil_0
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_3468
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_11
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_107
IfcDistributionControlElement,H:\BIMCompNet\PublicBuilding\IfcFlowInstrument\9_IfcFlowInstrument_3
IfcCovering,H:\BIMCompNet\FactoryBuilding\IfcCovering\1_IfcCovering_292
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_3704
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_6420
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_9
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_832
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_64
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_6161
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_43
IfcRoof,H:\BIMCompNet\OfficeBuilding\IfcRoof\8_IfcRoof_28
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_3630
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_306
IfcValve,H:\BIMCompNet\ResidentialBuilding\IfcValve\10_IfcValve_3
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_274
IfcMember,H:\BIMCompNet\Malls\IfcMember\5_IfcMember_40
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_113
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_11939
IfcRoof,H:\BIMCompNet\ResidentialBuilding\IfcRoof\10_IfcRoof_38
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_7509
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_4958
IfcSanitaryTerminal,H:\BIMCompNet\Metro\IfcSanitaryTerminal\6_IfcSanitaryTerminal_63
IfcDistributionControlElement,H:\BIMCompNet\EquipmentRoom\IfcFlowInstrument\0_IfcFlowInstrument_15
IfcFilter,H:\BIMCompNet\Metro\IfcFilter\6_IfcFilter_2
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_42
IfcFlowTreatmentDevice,H:\BIMCompNet\ResidentialBuilding\IfcFlowTreatmentDevice\10_IfcFlowTreatmentDevice_24
IfcSanitaryTerminal,H:\BIMCompNet\School\IfcSanitaryTerminal\11_IfcSanitaryTerminal_11
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_306
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_904
IfcSanitaryTerminal,H:\BIMCompNet\Metro\IfcSanitaryTerminal\6_IfcSanitaryTerminal_20
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_6
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_45485
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_8101
IfcPile,H:\BIMCompNet\ResidentialBuilding\IfcPile\10_IfcPile_22
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1113
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_3949
IfcFlowStorageDevice,H:\BIMCompNet\EquipmentRoom\IfcTank\0_IfcTank_20
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_2620
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_2227
IfcMember,H:\BIMCompNet\Villa\IfcMember\13_IfcMember_3
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_323
IfcDistributionControlElement,H:\BIMCompNet\Metro\IfcSensor\6_IfcSensor_6
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_818
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_975
IfcBuildingElementProxy,H:\BIMCompNet\Metro\IfcBuildingElementProxy\6_IfcBuildingElementProxy_2
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcReinforcingBar\1_IfcReinforcingBar_0
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_36
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_317
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_17434
IfcRampFlight,H:\BIMCompNet\School\IfcRampFlight\11_IfcRampFlight_3
IfcFlowStorageDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowStorageDevice\8_IfcFlowStorageDevice_30
IfcDuctSilencer,H:\BIMCompNet\EquipmentRoom\IfcDuctSilencer\0_IfcDuctSilencer_75
IfcDoor,H:\BIMCompNet\Theater\IfcDoor\12_IfcDoor_22
IfcFireSuppressionTerminal,H:\BIMCompNet\OfficeBuilding\IfcFireSuppressionTerminal\8_IfcFireSuppressionTerminal_26
IfcMember,H:\BIMCompNet\FactoryBuilding\IfcMember\1_IfcMember_9
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_326
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_6895
IfcPile,H:\BIMCompNet\EquipmentRoom\IfcPile\0_IfcPile_0
IfcAirTerminal,H:\BIMCompNet\OfficeBuilding\IfcAirTerminal\8_IfcAirTerminal_87
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_3410
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_14
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_794
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_1743
IfcRamp,H:\BIMCompNet\School\IfcRamp\11_IfcRamp_10
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_255
IfcDistributionControlElement,H:\BIMCompNet\School\IfcSensor\11_IfcSensor_1
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_5
IfcRamp,H:\BIMCompNet\School\IfcRamp\11_IfcRamp_6
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_335
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_46
IfcLightFixture,H:\BIMCompNet\EquipmentRoom\IfcLightFixture\0_IfcLightFixture_0
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_40247
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_131
IfcFlowStorageDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowStorageDevice\8_IfcFlowStorageDevice_31
IfcAirTerminal,H:\BIMCompNet\FactoryBuilding\IfcAirTerminal\1_IfcAirTerminal_16
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_5
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_116
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1291
IfcCurtainWall,H:\BIMCompNet\Metro\IfcCurtainWall\6_IfcCurtainWall_168
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_471
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_114
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_4549
IfcAirTerminal,H:\BIMCompNet\FactoryBuilding\IfcAirTerminal\1_IfcAirTerminal_15
IfcRampFlight,H:\BIMCompNet\Hospital\IfcRampFlight\2_IfcRampFlight_34
IfcCableCarrierFitting,H:\BIMCompNet\Hotels\IfcCableCarrierFitting\3_IfcCableCarrierFitting_469
IfcSlab,H:\BIMCompNet\Metro\IfcSlab\6_IfcSlab_1465
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_3163
IfcFlowController,H:\BIMCompNet\FactoryBuilding\IfcFlowMeter\1_IfcFlowMeter_7
IfcFireSuppressionTerminal,H:\BIMCompNet\PublicBuilding\IfcFireSuppressionTerminal\9_IfcFireSuppressionTerminal_7
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_203
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_967
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcPump\2_IfcPump_11
IfcLightFixture,H:\BIMCompNet\Metro\IfcLightFixture\6_IfcLightFixture_64
IfcFlowStorageDevice,H:\BIMCompNet\School\IfcFlowStorageDevice\11_IfcFlowStorageDevice_6
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_34835
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_234
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_2279
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_160
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_43
IfcDistributionControlElement,H:\BIMCompNet\EquipmentRoom\IfcFlowInstrument\0_IfcFlowInstrument_38
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_89
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_13913
IfcAirTerminal,H:\BIMCompNet\OfficeBuilding\IfcAirTerminal\8_IfcAirTerminal_7
IfcDoor,H:\BIMCompNet\FactoryBuilding\IfcDoor\1_IfcDoor_14
IfcFireSuppressionTerminal,H:\BIMCompNet\Metro\IfcFireSuppressionTerminal\6_IfcFireSuppressionTerminal_36
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_550
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_7143
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_8
IfcPile,H:\BIMCompNet\School\IfcPile\11_IfcPile_4
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_378
IfcFlowController,H:\BIMCompNet\ResidentialBuilding\IfcSwitchingDevice\10_IfcSwitchingDevice_3
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_661
IfcFilter,H:\BIMCompNet\EquipmentRoom\IfcFilter\0_IfcFilter_72
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_1361
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_136362
IfcFireSuppressionTerminal,H:\BIMCompNet\OfficeBuilding\IfcFireSuppressionTerminal\8_IfcFireSuppressionTerminal_18
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_66
IfcFlowTreatmentDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowTreatmentDevice\0_IfcFlowTreatmentDevice_16
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_11391
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_14802
IfcFilter,H:\BIMCompNet\School\IfcFilter\11_IfcFilter_0
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_12877
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_2457
IfcFlowStorageDevice,H:\BIMCompNet\Metro\IfcTank\6_IfcTank_3
IfcFlowStorageDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowStorageDevice\8_IfcFlowStorageDevice_29
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_14577
IfcValve,H:\BIMCompNet\Malls\IfcValve\5_IfcValve_13
IfcFlowTreatmentDevice,H:\BIMCompNet\ResidentialBuilding\IfcFlowTreatmentDevice\10_IfcFlowTreatmentDevice_6
IfcPile,H:\BIMCompNet\Theater\IfcPile\12_IfcPile_0
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_30
IfcRailing,H:\BIMCompNet\PublicBuilding\IfcRailing\9_IfcRailing_96
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1115
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_112
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_8130
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_429
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_26
IfcFireSuppressionTerminal,H:\BIMCompNet\Metro\IfcFireSuppressionTerminal\6_IfcFireSuppressionTerminal_61
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_828
IfcPipeSegment,H:\BIMCompNet\School\IfcPipeSegment\11_IfcPipeSegment_9750
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_106
IfcFlowStorageDevice,H:\BIMCompNet\PublicBuilding\IfcFlowStorageDevice\9_IfcFlowStorageDevice_25
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_638
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowMeter\0_IfcFlowMeter_24
IfcDoor,H:\BIMCompNet\Theater\IfcDoor\12_IfcDoor_143
IfcAirTerminal,H:\BIMCompNet\School\IfcAirTerminal\11_IfcAirTerminal_15
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_4091
IfcFlowMovingDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowMovingDevice\8_IfcFlowMovingDevice_77
IfcDamper,H:\BIMCompNet\EquipmentRoom\IfcDamper\0_IfcDamper_194
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_12951
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_146
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_100
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_9
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_62
IfcValve,H:\BIMCompNet\FactoryBuilding\IfcValve\1_IfcValve_76
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_7564
IfcSanitaryTerminal,H:\BIMCompNet\OfficeBuilding\IfcSanitaryTerminal\8_IfcSanitaryTerminal_18
IfcPlate,H:\BIMCompNet\OfficeBuilding\IfcPlate\8_IfcPlate_42
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_4709
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_2017
IfcFlowTreatmentDevice,H:\BIMCompNet\ResidentialBuilding\IfcFlowTreatmentDevice\10_IfcFlowTreatmentDevice_20
IfcBeam,H:\BIMCompNet\FactoryBuilding\IfcBeam\1_IfcBeam_210
IfcRoof,H:\BIMCompNet\ResidentialBuilding\IfcRoof\10_IfcRoof_22
IfcFurnishingElement,H:\BIMCompNet\Villa\IfcFurniture\13_IfcFurniture_88
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_8987
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1167
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_99
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_48
IfcColumn,H:\BIMCompNet\ResidentialBuilding\IfcColumn\10_IfcColumn_396
