category,instance_path
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_1069
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_43
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_81256
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_3642
IfcPipeFitting,H:\BIMCompNet\Hotels\IfcPipeFitting\3_IfcPipeFitting_508
IfcAirTerminal,H:\BIMCompNet\Theater\IfcAirTerminal\12_IfcAirTerminal_52
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_9631
IfcStair,H:\BIMCompNet\Theater\IfcStair\12_IfcStair_170
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_105
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_989
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_869
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_268
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_933
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3416
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_7141
IfcStair,H:\BIMCompNet\PublicBuilding\IfcStair\9_IfcStair_19
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_310
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_168
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_9806
IfcDoor,H:\BIMCompNet\Malls\IfcDoor\5_IfcDoor_303
IfcWall,H:\BIMCompNet\Theater\IfcWall\12_IfcWall_3416
IfcFlowMovingDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowMovingDevice\0_IfcFlowMovingDevice_68
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_39
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_851
IfcStairFlight,H:\BIMCompNet\Hotels\IfcStairFlight\3_IfcStairFlight_223
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_917
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_2116
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1550
IfcWindow,H:\BIMCompNet\Hotels\IfcWindow\3_IfcWindow_40
IfcDamper,H:\BIMCompNet\Theater\IfcDamper\12_IfcDamper_113
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_328
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_3334
IfcCableCarrierFitting,H:\BIMCompNet\School\IfcCableCarrierFitting\11_IfcCableCarrierFitting_301
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_4475
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_3832
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_245
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_98
IfcPipeFitting,H:\BIMCompNet\EquipmentRoom\IfcPipeFitting\0_IfcPipeFitting_763
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_141
IfcDoor,H:\BIMCompNet\Metro\IfcDoor\6_IfcDoor_104
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_19626
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_188
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_103
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_166
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_819
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_842
IfcCableCarrierFitting,H:\BIMCompNet\FactoryBuilding\IfcCableCarrierFitting\1_IfcCableCarrierFitting_4
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_396
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_4018
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_8603
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_2974
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_244
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_437
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_119
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_772
IfcDoor,H:\BIMCompNet\Hospital\IfcDoor\2_IfcDoor_232
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_630
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_405
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_15049
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_16918
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_5516
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_427
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_399
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_2007
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_357
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_8542
IfcWindow,H:\BIMCompNet\ResidentialBuilding\IfcWindow\10_IfcWindow_165
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_5215
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_1719
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_1771
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_162
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_2125
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_2520
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_5662
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_472
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_59
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_1058
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_100
IfcFooting,H:\BIMCompNet\EquipmentRoom\IfcFooting\0_IfcFooting_13
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_4390
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_627
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_54
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_281
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_1161
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3731
IfcRailing,H:\BIMCompNet\Villa\IfcRailing\13_IfcRailing_119
IfcPipeFitting,H:\BIMCompNet\Hotels\IfcPipeFitting\3_IfcPipeFitting_1325
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_6960
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_3125
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_884
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_195
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_25111
IfcWall,H:\BIMCompNet\Metro\IfcWall\6_IfcWall_6612
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_492
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_4621
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_398
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_3016
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_522
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_148
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_12288
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_933
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1188
IfcFooting,H:\BIMCompNet\ResidentialBuilding\IfcFooting\10_IfcFooting_12
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1087
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_434
IfcFooting,H:\BIMCompNet\Theater\IfcFooting\12_IfcFooting_209
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_7644
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_80
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_107
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_351
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_558
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_3
IfcDoor,H:\BIMCompNet\FactoryBuilding\IfcDoor\1_IfcDoor_61
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_608
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_6355
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_182
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_9
IfcStair,H:\BIMCompNet\School\IfcStair\11_IfcStair_163
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_14493
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_145987
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_2206
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_14025
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_575
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_183
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_27891
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_2648
IfcDoor,H:\BIMCompNet\Metro\IfcDoor\6_IfcDoor_1
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_97
IfcSlab,H:\BIMCompNet\ResidentialBuilding\IfcSlab\10_IfcSlab_432
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_354
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_866
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_13128
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_3148
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_13760
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_12999
IfcFlowMovingDevice,H:\BIMCompNet\School\IfcFlowMovingDevice\11_IfcFlowMovingDevice_44
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_251
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_411
IfcPipeSegment,H:\BIMCompNet\Theater\IfcPipeSegment\12_IfcPipeSegment_15371
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFan\2_IfcFan_9
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_278
IfcCovering,H:\BIMCompNet\Theater\IfcCovering\12_IfcCovering_168
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_19
IfcCableCarrierSegment,H:\BIMCompNet\Theater\IfcCableCarrierSegment\12_IfcCableCarrierSegment_703
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_76
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_2342
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_109
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_48
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_132
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_33
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_515
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_7355
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_16879
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_14668
IfcStairFlight,H:\BIMCompNet\Theater\IfcStairFlight\12_IfcStairFlight_321
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_108
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_159
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_220
IfcFlowMovingDevice,H:\BIMCompNet\Theater\IfcFlowMovingDevice\12_IfcFlowMovingDevice_5
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1396
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_1196
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_129
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_465
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_3510
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_5299
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_305
IfcStair,H:\BIMCompNet\School\IfcStair\11_IfcStair_345
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_2418
IfcAirTerminal,H:\BIMCompNet\EquipmentRoom\IfcAirTerminal\0_IfcAirTerminal_31
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_316
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_140
IfcDoor,H:\BIMCompNet\Hotels\IfcDoor\3_IfcDoor_26
IfcPipeFitting,H:\BIMCompNet\School\IfcPipeFitting\11_IfcPipeFitting_713
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_225
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_421
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_5695
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_1681
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1035
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_11530
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_331
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_5699
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_4486
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_63151
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_14396
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_120
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_350
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1117
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_406
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_133
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_153
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_12689
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_8454
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_90
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_82
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_107
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_87
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_16205
IfcStairFlight,H:\BIMCompNet\Villa\IfcStairFlight\13_IfcStairFlight_51
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_6068
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_219
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1666
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_662
IfcDoor,H:\BIMCompNet\PublicBuilding\IfcDoor\9_IfcDoor_0
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_9672
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_17523
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_13267
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_9791
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_350
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1141
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_64789
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_4437
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_20838
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_529
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_4831
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_298
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_171
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_110144
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_406
IfcFlowMovingDevice,H:\BIMCompNet\Malls\IfcFlowMovingDevice\5_IfcFlowMovingDevice_10
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_227
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_465
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_87049
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_4275
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_6454
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_254
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_6423
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_838
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_3788
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_130
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_2817
IfcPipeFitting,H:\BIMCompNet\School\IfcPipeFitting\11_IfcPipeFitting_571
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1236
IfcPipeFitting,H:\BIMCompNet\Hotels\IfcPipeFitting\3_IfcPipeFitting_122
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_704
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1429
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_2577
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_4024
IfcPipeFitting,H:\BIMCompNet\ResidentialBuilding\IfcPipeFitting\10_IfcPipeFitting_236
IfcDoor,H:\BIMCompNet\PublicBuilding\IfcDoor\9_IfcDoor_373
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_4035
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_3764
IfcWindow,H:\BIMCompNet\Villa\IfcWindow\13_IfcWindow_184
IfcStairFlight,H:\BIMCompNet\Museum\IfcStairFlight\7_IfcStairFlight_19
IfcDoor,H:\BIMCompNet\Hospital\IfcDoor\2_IfcDoor_1
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_372
